A,B,V
268,100,1.0
268,113,1.0
268,172,1.0
268,180,1.0
268,186,1.0
268,187,1.0
268,192,1.0
268,243,1.0
268,253,1.0
268,268,1.0
269,269,1.0
270,16,1.0
270,29,1.0
270,58,1.0
270,75,1.0
270,76,1.0
270,81,1.0
270,82,1.0
270,107,1.0
270,109,1.0
270,111,1.0
270,112,1.0
270,117,1.0
270,148,1.0
270,151,1.0
270,161,1.0
270,163,1.0
270,165,1.0
270,195,1.0
270,204,1.0
270,231,1.0
270,250,1.0
270,254,1.0
270,270,1.0
270,280,1.0
270,296,1.0
270,307,1.0
270,308,1.0
270,310,1.0
270,315,1.0
270,316,1.0
270,325,1.0
270,327,1.0
270,329,1.0
270,341,1.0
270,344,1.0
270,345,1.0
270,351,1.0
270,374,1.0
270,378,1.0
270,388,1.0
270,389,1.0
270,392,1.0
270,393,1.0
270,397,1.0
270,400,1.0
270,407,1.0
270,411,1.0
270,414,1.0
270,415,1.0
270,424,1.0
270,440,1.0
270,442,1.0
270,448,1.0
270,450,1.0
270,455,1.0
270,459,1.0
270,468,1.0
270,470,1.0
270,472,1.0
270,474,1.0
270,478,1.0
270,480,1.0
270,483,1.0
270,494,1.0
270,498,1.0
270,502,1.0
270,506,1.0
270,509,1.0
270,520,1.0
270,523,1.0
270,527,1.0
270,529,1.0
270,538,1.0
270,541,1.0
271,24,1.0
271,88,1.0
271,99,1.0
271,130,1.0
271,171,1.0
271,212,1.0
271,221,1.0
271,232,1.0
271,271,1.0
271,410,1.0
271,424,1.0
271,450,1.0
271,539,1.0
272,272,1.0
273,273,1.0
274,274,1.0
275,275,1.0
276,276,1.0
277,277,1.0
278,278,1.0
279,279,1.0
280,16,1.0
280,26,1.0
280,29,1.0
280,58,1.0
280,75,1.0
280,76,1.0
280,81,1.0
280,82,1.0
280,107,1.0
280,109,1.0
280,111,1.0
280,112,1.0
280,117,1.0
280,148,1.0
280,151,1.0
280,161,1.0
280,163,1.0
280,165,1.0
280,195,1.0
280,204,1.0
280,231,1.0
280,243,1.0
280,250,1.0
280,254,1.0
280,270,1.0
280,280,1.0
280,296,1.0
280,308,1.0
280,315,1.0
280,459,1.0
280,472,1.0
280,478,1.0
280,498,1.0
280,541,1.0
281,24,1.0
281,88,1.0
281,99,1.0
281,130,1.0
281,171,1.0
281,221,1.0
281,232,1.0
281,281,1.0
281,332,1.0
281,343,1.0
281,346,1.0
281,356,1.0
281,373,1.0
281,375,1.0
281,392,1.0
281,400,1.0
281,410,1.0
281,424,1.0
281,434,1.0
281,436,1.0
281,450,1.0
281,466,1.0
281,480,1.0
281,482,1.0
281,483,1.0
281,509,1.0
281,533,1.0
281,539,1.0
281,541,1.0
282,282,1.0
283,283,1.0
284,284,1.0
285,285,1.0
285,300,1.0
285,302,1.0
285,329,1.0
285,330,1.0
285,344,1.0
285,389,1.0
285,400,1.0
285,403,1.0
285,407,1.0
285,409,1.0
285,426,1.0
285,428,1.0
285,446,1.0
285,450,1.0
285,468,1.0
285,469,1.0
285,482,1.0
285,494,1.0
285,502,1.0
285,523,1.0
285,533,1.0
286,286,1.0
287,287,1.0
288,288,1.0
289,289,1.0
290,290,1.0
291,291,1.0
292,292,1.0
293,293,1.0
294,294,1.0
295,295,1.0
296,16,1.0
296,26,1.0
296,29,1.0
296,58,1.0
296,71,1.0
296,75,1.0
296,76,1.0
296,81,1.0
296,82,1.0
296,107,1.0
296,109,1.0
296,111,1.0
296,112,1.0
296,117,1.0
296,148,1.0
296,151,1.0
296,161,1.0
296,163,1.0
296,165,1.0
296,195,1.0
296,204,1.0
296,231,1.0
296,243,1.0
296,250,1.0
296,254,1.0
296,270,1.0
296,280,1.0
296,296,1.0
296,459,1.0
296,541,1.0
297,297,1.0
298,298,1.0
299,299,1.0
300,27,1.0
300,52,1.0
300,71,1.0
300,113,1.0
300,115,1.0
300,172,1.0
300,186,1.0
300,187,1.0
300,251,1.0
300,253,1.0
300,285,1.0
300,300,1.0
301,301,1.0
302,40,1.0
302,51,1.0
302,53,1.0
302,71,1.0
302,115,1.0
302,149,1.0
302,251,1.0
302,263,1.0
302,285,1.0
302,302,1.0
303,303,1.0
304,304,1.0
305,305,1.0
306,306,1.0
307,16,1.0
307,29,1.0
307,49,1.0
307,58,1.0
307,75,1.0
307,76,1.0
307,81,1.0
307,82,1.0
307,107,1.0
307,109,1.0
307,111,1.0
307,112,1.0
307,115,1.0
307,117,1.0
307,148,1.0
307,149,1.0
307,151,1.0
307,161,1.0
307,163,1.0
307,165,1.0
307,195,1.0
307,204,1.0
307,231,1.0
307,250,1.0
307,251,1.0
307,254,1.0
307,263,1.0
307,270,1.0
307,307,1.0
307,450,1.0
308,16,1.0
308,26,1.0
308,29,1.0
308,47,1.0
308,48,1.0
308,52,1.0
308,58,1.0
308,75,1.0
308,76,1.0
308,77,1.0
308,81,1.0
308,82,1.0
308,100,1.0
308,107,1.0
308,109,1.0
308,111,1.0
308,112,1.0
308,113,1.0
308,117,1.0
308,148,1.0
308,151,1.0
308,161,1.0
308,163,1.0
308,165,1.0
308,172,1.0
308,180,1.0
308,186,1.0
308,187,1.0
308,192,1.0
308,195,1.0
308,196,1.0
308,204,1.0
308,231,1.0
308,243,1.0
308,250,1.0
308,253,1.0
308,254,1.0
308,270,1.0
308,280,1.0
308,308,1.0
309,309,1.0
310,16,1.0
310,29,1.0
310,58,1.0
310,75,1.0
310,76,1.0
310,81,1.0
310,82,1.0
310,107,1.0
310,109,1.0
310,111,1.0
310,112,1.0
310,117,1.0
310,148,1.0
310,151,1.0
310,161,1.0
310,163,1.0
310,165,1.0
310,195,1.0
310,204,1.0
310,231,1.0
310,250,1.0
310,254,1.0
310,270,1.0
310,310,1.0
310,478,1.0
310,498,1.0
310,541,1.0
311,311,1.0
312,263,1.0
312,312,1.0
312,338,1.0
312,343,1.0
312,346,1.0
312,400,1.0
312,424,1.0
312,450,1.0
312,480,1.0
312,533,1.0
312,539,1.0
312,541,1.0
313,313,1.0
314,314,1.0
315,6,1.0
315,16,1.0
315,26,1.0
315,29,1.0
315,48,1.0
315,49,1.0
315,52,1.0
315,58,1.0
315,75,1.0
315,76,1.0
315,81,1.0
315,82,1.0
315,107,1.0
315,109,1.0
315,111,1.0
315,112,1.0
315,113,1.0
315,117,1.0
315,148,1.0
315,149,1.0
315,151,1.0
315,161,1.0
315,163,1.0
315,165,1.0
315,172,1.0
315,186,1.0
315,187,1.0
315,195,1.0
315,196,1.0
315,204,1.0
315,207,1.0
315,231,1.0
315,243,1.0
315,250,1.0
315,253,1.0
315,254,1.0
315,270,1.0
315,280,1.0
315,315,1.0
316,16,1.0
316,29,1.0
316,58,1.0
316,75,1.0
316,76,1.0
316,81,1.0
316,82,1.0
316,107,1.0
316,109,1.0
316,111,1.0
316,112,1.0
316,117,1.0
316,148,1.0
316,151,1.0
316,161,1.0
316,163,1.0
316,165,1.0
316,195,1.0
316,204,1.0
316,231,1.0
316,250,1.0
316,254,1.0
316,270,1.0
316,316,1.0
316,325,1.0
316,327,1.0
316,329,1.0
316,341,1.0
316,344,1.0
316,345,1.0
316,351,1.0
316,374,1.0
316,378,1.0
316,388,1.0
316,389,1.0
316,392,1.0
316,393,1.0
316,397,1.0
316,400,1.0
316,407,1.0
316,411,1.0
316,414,1.0
316,415,1.0
316,424,1.0
316,440,1.0
316,442,1.0
316,448,1.0
316,450,1.0
316,455,1.0
316,459,1.0
316,468,1.0
316,470,1.0
316,472,1.0
316,474,1.0
316,478,1.0
316,480,1.0
316,483,1.0
316,494,1.0
316,498,1.0
316,502,1.0
316,506,1.0
316,509,1.0
316,520,1.0
316,523,1.0
316,527,1.0
316,529,1.0
316,538,1.0
316,541,1.0
317,7,1.0
317,18,1.0
317,37,1.0
317,56,1.0
317,157,1.0
317,179,1.0
317,205,1.0
317,317,1.0
318,318,1.0
319,319,1.0
320,7,1.0
320,18,1.0
320,37,1.0
320,56,1.0
320,157,1.0
320,179,1.0
320,205,1.0
320,320,1.0
320,331,1.0
320,348,1.0
320,356,1.0
320,373,1.0
320,384,1.0
320,392,1.0
320,452,1.0
320,514,1.0
320,530,1.0
320,533,1.0
321,321,1.0
322,322,1.0
322,329,1.0
322,387,1.0
322,423,1.0
322,424,1.0
322,430,1.0
322,447,1.0
322,454,1.0
322,455,1.0
322,459,1.0
322,472,1.0
322,478,1.0
322,479,1.0
322,536,1.0
322,539,1.0
322,541,1.0
323,323,1.0
324,324,1.0
325,16,1.0
325,29,1.0
325,58,1.0
325,75,1.0
325,76,1.0
325,81,1.0
325,82,1.0
325,107,1.0
325,109,1.0
325,111,1.0
325,112,1.0
325,117,1.0
325,148,1.0
325,151,1.0
325,161,1.0
325,163,1.0
325,165,1.0
325,195,1.0
325,204,1.0
325,231,1.0
325,250,1.0
325,254,1.0
325,270,1.0
325,316,1.0
325,325,1.0
325,327,1.0
325,329,1.0
325,341,1.0
325,344,1.0
325,345,1.0
325,351,1.0
325,374,1.0
325,378,1.0
325,388,1.0
325,389,1.0
325,392,1.0
325,393,1.0
325,397,1.0
325,400,1.0
325,407,1.0
325,411,1.0
325,414,1.0
325,415,1.0
325,424,1.0
325,440,1.0
325,442,1.0
325,448,1.0
325,450,1.0
325,455,1.0
325,459,1.0
325,468,1.0
325,470,1.0
325,472,1.0
325,474,1.0
325,478,1.0
325,480,1.0
325,483,1.0
325,494,1.0
325,498,1.0
325,502,1.0
325,506,1.0
325,509,1.0
325,520,1.0
325,523,1.0
325,527,1.0
325,529,1.0
325,538,1.0
325,541,1.0
326,326,1.0
327,16,1.0
327,29,1.0
327,58,1.0
327,75,1.0
327,76,1.0
327,81,1.0
327,82,1.0
327,107,1.0
327,109,1.0
327,111,1.0
327,112,1.0
327,117,1.0
327,148,1.0
327,151,1.0
327,161,1.0
327,163,1.0
327,165,1.0
327,195,1.0
327,204,1.0
327,231,1.0
327,250,1.0
327,254,1.0
327,270,1.0
327,316,1.0
327,325,1.0
327,327,1.0
327,329,1.0
327,341,1.0
327,344,1.0
327,345,1.0
327,351,1.0
327,374,1.0
327,378,1.0
327,388,1.0
327,389,1.0
327,392,1.0
327,393,1.0
327,397,1.0
327,400,1.0
327,407,1.0
327,411,1.0
327,414,1.0
327,415,1.0
327,424,1.0
327,440,1.0
327,442,1.0
327,448,1.0
327,450,1.0
327,455,1.0
327,459,1.0
327,468,1.0
327,470,1.0
327,472,1.0
327,474,1.0
327,478,1.0
327,480,1.0
327,483,1.0
327,494,1.0
327,498,1.0
327,502,1.0
327,506,1.0
327,509,1.0
327,520,1.0
327,523,1.0
327,527,1.0
327,529,1.0
327,538,1.0
327,541,1.0
328,328,1.0
329,16,1.0
329,29,1.0
329,47,1.0
329,58,1.0
329,71,1.0
329,75,1.0
329,76,1.0
329,81,1.0
329,82,1.0
329,107,1.0
329,109,1.0
329,111,1.0
329,112,1.0
329,115,1.0
329,117,1.0
329,148,1.0
329,151,1.0
329,161,1.0
329,163,1.0
329,165,1.0
329,195,1.0
329,204,1.0
329,231,1.0
329,250,1.0
329,251,1.0
329,254,1.0
329,270,1.0
329,285,1.0
329,316,1.0
329,322,1.0
329,325,1.0
329,327,1.0
329,329,1.0
330,27,1.0
330,40,1.0
330,52,1.0
330,113,1.0
330,115,1.0
330,172,1.0
330,186,1.0
330,187,1.0
330,251,1.0
330,253,1.0
330,285,1.0
330,330,1.0
331,7,1.0
331,15,1.0
331,18,1.0
331,37,1.0
331,56,1.0
331,157,1.0
331,179,1.0
331,205,1.0
331,320,1.0
331,331,1.0
331,356,1.0
331,373,1.0
331,452,1.0
332,24,1.0
332,88,1.0
332,99,1.0
332,130,1.0
332,171,1.0
332,221,1.0
332,232,1.0
332,281,1.0
332,332,1.0
333,333,1.0
334,334,1.0
335,335,1.0
336,336,1.0
337,337,1.0
338,52,1.0
338,73,1.0
338,113,1.0
338,172,1.0
338,186,1.0
338,187,1.0
338,212,1.0
338,253,1.0
338,263,1.0
338,312,1.0
338,338,1.0
339,339,1.0
340,340,1.0
341,16,1.0
341,17,1.0
341,29,1.0
341,49,1.0
341,58,1.0
341,75,1.0
341,76,1.0
341,81,1.0
341,82,1.0
341,107,1.0
341,109,1.0
341,111,1.0
341,112,1.0
341,117,1.0
341,148,1.0
341,149,1.0
341,151,1.0
341,161,1.0
341,163,1.0
341,165,1.0
341,195,1.0
341,204,1.0
341,231,1.0
341,250,1.0
341,254,1.0
341,270,1.0
341,316,1.0
341,325,1.0
341,327,1.0
341,341,1.0
342,342,1.0
343,0,1.0
343,17,1.0
343,24,1.0
343,88,1.0
343,90,1.0
343,99,1.0
343,130,1.0
343,171,1.0
343,183,1.0
343,221,1.0
343,232,1.0
343,263,1.0
343,281,1.0
343,312,1.0
343,343,1.0
344,16,1.0
344,27,1.0
344,29,1.0
344,33,1.0
344,40,1.0
344,48,1.0
344,52,1.0
344,58,1.0
344,71,1.0
344,75,1.0
344,76,1.0
344,81,1.0
344,82,1.0
344,107,1.0
344,109,1.0
344,111,1.0
344,112,1.0
344,113,1.0
344,115,1.0
344,117,1.0
344,148,1.0
344,151,1.0
344,161,1.0
344,163,1.0
344,165,1.0
344,170,1.0
344,172,1.0
344,186,1.0
344,187,1.0
344,195,1.0
344,196,1.0
344,204,1.0
344,231,1.0
344,250,1.0
344,251,1.0
344,253,1.0
344,254,1.0
344,255,1.0
344,270,1.0
344,285,1.0
344,316,1.0
344,325,1.0
344,327,1.0
344,344,1.0
345,16,1.0
345,29,1.0
345,58,1.0
345,75,1.0
345,76,1.0
345,81,1.0
345,82,1.0
345,107,1.0
345,109,1.0
345,111,1.0
345,112,1.0
345,117,1.0
345,148,1.0
345,151,1.0
345,161,1.0
345,163,1.0
345,165,1.0
345,195,1.0
345,204,1.0
345,231,1.0
345,250,1.0
345,254,1.0
345,270,1.0
345,316,1.0
345,325,1.0
345,327,1.0
345,345,1.0
345,351,1.0
345,374,1.0
345,378,1.0
345,388,1.0
345,389,1.0
345,392,1.0
345,393,1.0
345,397,1.0
345,400,1.0
345,407,1.0
345,411,1.0
345,414,1.0
345,415,1.0
345,424,1.0
345,440,1.0
345,442,1.0
345,448,1.0
345,450,1.0
345,455,1.0
345,459,1.0
345,468,1.0
345,470,1.0
345,472,1.0
345,474,1.0
345,478,1.0
345,480,1.0
345,483,1.0
345,494,1.0
345,498,1.0
345,502,1.0
345,506,1.0
345,509,1.0
345,520,1.0
345,523,1.0
345,527,1.0
345,529,1.0
345,538,1.0
345,541,1.0
346,0,1.0
346,17,1.0
346,24,1.0
346,88,1.0
346,99,1.0
346,130,1.0
346,149,1.0
346,171,1.0
346,221,1.0
346,232,1.0
346,263,1.0
346,281,1.0
346,312,1.0
346,346,1.0
346,450,1.0
347,56,1.0
347,157,1.0
347,347,1.0
348,7,1.0
348,18,1.0
348,37,1.0
348,56,1.0
348,157,1.0
348,179,1.0
348,205,1.0
348,320,1.0
348,348,1.0
348,356,1.0
348,373,1.0
348,384,1.0
348,392,1.0
348,452,1.0
348,514,1.0
348,530,1.0
348,533,1.0
349,349,1.0
350,350,1.0
351,16,1.0
351,29,1.0
351,58,1.0
351,75,1.0
351,76,1.0
351,81,1.0
351,82,1.0
351,107,1.0
351,109,1.0
351,111,1.0
351,112,1.0
351,117,1.0
351,148,1.0
351,151,1.0
351,161,1.0
351,163,1.0
351,165,1.0
351,195,1.0
351,204,1.0
351,231,1.0
351,250,1.0
351,254,1.0
351,270,1.0
351,316,1.0
351,325,1.0
351,327,1.0
351,345,1.0
351,351,1.0
351,374,1.0
351,378,1.0
351,388,1.0
351,389,1.0
351,392,1.0
351,393,1.0
351,397,1.0
351,400,1.0
351,407,1.0
351,411,1.0
351,414,1.0
351,415,1.0
351,424,1.0
351,440,1.0
351,442,1.0
351,448,1.0
351,450,1.0
351,455,1.0
351,459,1.0
351,468,1.0
351,470,1.0
351,472,1.0
351,474,1.0
351,478,1.0
351,480,1.0
351,483,1.0
351,494,1.0
351,498,1.0
351,502,1.0
351,506,1.0
351,509,1.0
351,520,1.0
351,523,1.0
351,527,1.0
351,529,1.0
351,538,1.0
351,541,1.0
352,352,1.0
353,353,1.0
354,354,1.0
355,355,1.0
356,7,1.0
356,15,1.0
356,18,1.0
356,24,1.0
356,37,1.0
356,38,1.0
356,56,1.0
356,88,1.0
356,99,1.0
356,130,1.0
356,157,1.0
356,171,1.0
356,179,1.0
356,183,1.0
356,205,1.0
356,221,1.0
356,232,1.0
356,264,1.0
356,281,1.0
356,320,1.0
356,331,1.0
356,348,1.0
356,356,1.0
356,373,1.0
357,357,1.0
358,358,1.0
359,359,1.0
360,360,1.0
361,361,1.0
362,362,1.0
363,52,1.0
363,113,1.0
363,172,1.0
363,186,1.0
363,187,1.0
363,253,1.0
363,363,1.0
363,378,1.0
363,389,1.0
363,400,1.0
363,403,1.0
363,407,1.0
363,409,1.0
363,410,1.0
363,414,1.0
363,416,1.0
363,424,1.0
363,426,1.0
363,428,1.0
363,446,1.0
363,472,1.0
363,479,1.0
363,506,1.0
363,529,1.0
363,532,1.0
363,533,1.0
364,364,1.0
365,365,1.0
366,366,1.0
367,367,1.0
368,212,1.0
368,368,1.0
368,410,1.0
368,424,1.0
368,450,1.0
368,469,1.0
368,539,1.0
369,369,1.0
370,370,1.0
371,371,1.0
371,470,1.0
372,372,1.0
373,7,1.0
373,15,1.0
373,17,1.0
373,18,1.0
373,24,1.0
373,37,1.0
373,38,1.0
373,56,1.0
373,88,1.0
373,99,1.0
373,130,1.0
373,133,1.0
373,157,1.0
373,171,1.0
373,179,1.0
373,183,1.0
373,205,1.0
373,221,1.0
373,232,1.0
373,264,1.0
373,281,1.0
373,320,1.0
373,331,1.0
373,348,1.0
373,356,1.0
373,373,1.0
374,16,1.0
374,29,1.0
374,58,1.0
374,75,1.0
374,76,1.0
374,81,1.0
374,82,1.0
374,107,1.0
374,109,1.0
374,111,1.0
374,112,1.0
374,117,1.0
374,148,1.0
374,151,1.0
374,161,1.0
374,163,1.0
374,165,1.0
374,195,1.0
374,204,1.0
374,231,1.0
374,250,1.0
374,254,1.0
374,270,1.0
374,316,1.0
374,325,1.0
374,327,1.0
374,345,1.0
374,351,1.0
374,374,1.0
374,378,1.0
374,388,1.0
374,389,1.0
374,392,1.0
374,393,1.0
374,397,1.0
374,400,1.0
374,407,1.0
374,411,1.0
374,414,1.0
374,415,1.0
374,424,1.0
374,440,1.0
374,442,1.0
374,448,1.0
374,450,1.0
374,455,1.0
374,459,1.0
374,468,1.0
374,470,1.0
374,472,1.0
374,474,1.0
374,478,1.0
374,480,1.0
374,483,1.0
374,494,1.0
374,498,1.0
374,502,1.0
374,506,1.0
374,509,1.0
374,520,1.0
374,523,1.0
374,527,1.0
374,529,1.0
374,538,1.0
374,541,1.0
375,24,1.0
375,88,1.0
375,99,1.0
375,130,1.0
375,171,1.0
375,221,1.0
375,232,1.0
375,281,1.0
375,375,1.0
375,392,1.0
375,400,1.0
375,410,1.0
375,424,1.0
375,434,1.0
375,436,1.0
375,450,1.0
375,466,1.0
375,480,1.0
375,482,1.0
375,483,1.0
375,509,1.0
375,533,1.0
375,539,1.0
375,541,1.0
376,376,1.0
377,377,1.0
378,6,1.0
378,16,1.0
378,29,1.0
378,48,1.0
378,49,1.0
378,52,1.0
378,58,1.0
378,75,1.0
378,76,1.0
378,81,1.0
378,82,1.0
378,107,1.0
378,109,1.0
378,111,1.0
378,112,1.0
378,113,1.0
378,117,1.0
378,148,1.0
378,149,1.0
378,151,1.0
378,161,1.0
378,163,1.0
378,165,1.0
378,172,1.0
378,186,1.0
378,187,1.0
378,195,1.0
378,196,1.0
378,204,1.0
378,207,1.0
378,231,1.0
378,250,1.0
378,253,1.0
378,254,1.0
378,270,1.0
378,316,1.0
378,325,1.0
378,327,1.0
378,345,1.0
378,351,1.0
378,363,1.0
378,374,1.0
378,378,1.0
378,400,1.0
378,407,1.0
379,379,1.0
380,380,1.0
381,381,1.0
382,382,1.0
383,383,1.0
383,398,1.0
383,400,1.0
383,403,1.0
383,407,1.0
383,409,1.0
383,412,1.0
383,434,1.0
383,435,1.0
383,440,1.0
383,441,1.0
383,468,1.0
383,479,1.0
383,494,1.0
383,504,1.0
383,511,1.0
383,527,1.0
383,539,1.0
384,7,1.0
384,18,1.0
384,37,1.0
384,56,1.0
384,157,1.0
384,179,1.0
384,205,1.0
384,320,1.0
384,348,1.0
384,384,1.0
384,392,1.0
384,452,1.0
384,514,1.0
384,530,1.0
384,533,1.0
385,385,1.0
386,386,1.0
387,26,1.0
387,77,1.0
387,86,1.0
387,100,1.0
387,175,1.0
387,180,1.0
387,192,1.0
387,243,1.0
387,322,1.0
387,387,1.0
387,541,1.0
388,16,1.0
388,29,1.0
388,58,1.0
388,75,1.0
388,76,1.0
388,81,1.0
388,82,1.0
388,107,1.0
388,109,1.0
388,111,1.0
388,112,1.0
388,117,1.0
388,148,1.0
388,151,1.0
388,161,1.0
388,163,1.0
388,165,1.0
388,195,1.0
388,204,1.0
388,231,1.0
388,250,1.0
388,254,1.0
388,270,1.0
388,316,1.0
388,325,1.0
388,327,1.0
388,345,1.0
388,351,1.0
388,374,1.0
388,388,1.0
388,389,1.0
388,392,1.0
388,393,1.0
388,397,1.0
388,400,1.0
388,407,1.0
388,411,1.0
388,414,1.0
388,415,1.0
388,424,1.0
388,440,1.0
388,442,1.0
388,448,1.0
388,450,1.0
388,455,1.0
388,459,1.0
388,468,1.0
388,470,1.0
388,472,1.0
388,474,1.0
388,478,1.0
388,480,1.0
388,483,1.0
388,494,1.0
388,498,1.0
388,502,1.0
388,506,1.0
388,509,1.0
388,520,1.0
388,523,1.0
388,527,1.0
388,529,1.0
388,538,1.0
388,541,1.0
389,16,1.0
389,29,1.0
389,48,1.0
389,52,1.0
389,58,1.0
389,71,1.0
389,75,1.0
389,76,1.0
389,81,1.0
389,82,1.0
389,107,1.0
389,109,1.0
389,111,1.0
389,112,1.0
389,113,1.0
389,117,1.0
389,148,1.0
389,151,1.0
389,161,1.0
389,163,1.0
389,165,1.0
389,172,1.0
389,186,1.0
389,187,1.0
389,195,1.0
389,196,1.0
389,204,1.0
389,231,1.0
389,250,1.0
389,253,1.0
389,254,1.0
389,270,1.0
389,285,1.0
389,316,1.0
389,325,1.0
389,327,1.0
389,345,1.0
389,351,1.0
389,363,1.0
389,374,1.0
389,388,1.0
389,389,1.0
389,400,1.0
390,390,1.0
391,391,1.0
392,7,1.0
392,16,1.0
392,18,1.0
392,24,1.0
392,29,1.0
392,37,1.0
392,38,1.0
392,56,1.0
392,58,1.0
392,75,1.0
392,76,1.0
392,81,1.0
392,82,1.0
392,88,1.0
392,99,1.0
392,107,1.0
392,109,1.0
392,111,1.0
392,112,1.0
392,117,1.0
392,130,1.0
392,148,1.0
392,151,1.0
392,157,1.0
392,161,1.0
392,163,1.0
392,165,1.0
392,171,1.0
392,179,1.0
392,195,1.0
392,204,1.0
392,205,1.0
392,221,1.0
392,231,1.0
392,232,1.0
392,250,1.0
392,254,1.0
392,264,1.0
392,270,1.0
392,281,1.0
392,316,1.0
392,320,1.0
392,325,1.0
392,327,1.0
392,345,1.0
392,348,1.0
392,351,1.0
392,374,1.0
392,375,1.0
392,384,1.0
392,388,1.0
392,392,1.0
393,16,1.0
393,29,1.0
393,58,1.0
393,75,1.0
393,76,1.0
393,81,1.0
393,82,1.0
393,107,1.0
393,109,1.0
393,111,1.0
393,112,1.0
393,117,1.0
393,148,1.0
393,151,1.0
393,161,1.0
393,163,1.0
393,165,1.0
393,195,1.0
393,204,1.0
393,231,1.0
393,250,1.0
393,254,1.0
393,270,1.0
393,316,1.0
393,325,1.0
393,327,1.0
393,345,1.0
393,351,1.0
393,374,1.0
393,388,1.0
393,393,1.0
393,397,1.0
393,400,1.0
393,407,1.0
393,411,1.0
393,414,1.0
393,415,1.0
393,424,1.0
393,440,1.0
393,442,1.0
393,448,1.0
393,450,1.0
393,455,1.0
393,459,1.0
393,468,1.0
393,470,1.0
393,472,1.0
393,474,1.0
393,478,1.0
393,480,1.0
393,483,1.0
393,494,1.0
393,498,1.0
393,502,1.0
393,506,1.0
393,509,1.0
393,520,1.0
393,523,1.0
393,527,1.0
393,529,1.0
393,538,1.0
393,541,1.0
394,394,1.0
394,478,1.0
394,498,1.0
394,541,1.0
395,395,1.0
396,396,1.0
397,16,1.0
397,29,1.0
397,58,1.0
397,75,1.0
397,76,1.0
397,81,1.0
397,82,1.0
397,107,1.0
397,109,1.0
397,111,1.0
397,112,1.0
397,117,1.0
397,148,1.0
397,151,1.0
397,161,1.0
397,163,1.0
397,165,1.0
397,195,1.0
397,204,1.0
397,231,1.0
397,250,1.0
397,254,1.0
397,270,1.0
397,316,1.0
397,325,1.0
397,327,1.0
397,345,1.0
397,351,1.0
397,374,1.0
397,388,1.0
397,393,1.0
397,397,1.0
397,400,1.0
397,407,1.0
397,411,1.0
397,414,1.0
397,415,1.0
397,424,1.0
397,440,1.0
397,442,1.0
397,448,1.0
397,450,1.0
397,455,1.0
397,459,1.0
397,468,1.0
397,470,1.0
397,472,1.0
397,474,1.0
397,478,1.0
397,480,1.0
397,483,1.0
397,494,1.0
397,498,1.0
397,502,1.0
397,506,1.0
397,509,1.0
397,520,1.0
397,523,1.0
397,527,1.0
397,529,1.0
397,538,1.0
397,541,1.0
398,383,1.0
398,398,1.0
398,400,1.0
398,403,1.0
398,407,1.0
398,409,1.0
398,412,1.0
398,434,1.0
398,435,1.0
398,440,1.0
398,441,1.0
398,468,1.0
398,479,1.0
398,494,1.0
398,504,1.0
398,511,1.0
398,527,1.0
398,539,1.0
399,399,1.0
400,0,1.0
400,6,1.0
400,16,1.0
400,17,1.0
400,24,1.0
400,29,1.0
400,48,1.0
400,49,1.0
400,51,1.0
400,52,1.0
400,53,1.0
400,58,1.0
400,71,1.0
400,75,1.0
400,76,1.0
400,81,1.0
400,82,1.0
400,88,1.0
400,89,1.0
400,90,1.0
400,99,1.0
400,107,1.0
400,109,1.0
400,111,1.0
400,112,1.0
400,113,1.0
400,117,1.0
400,130,1.0
400,148,1.0
400,149,1.0
400,151,1.0
400,161,1.0
400,163,1.0
400,165,1.0
400,171,1.0
400,172,1.0
400,186,1.0
400,187,1.0
400,195,1.0
400,196,1.0
400,204,1.0
400,207,1.0
400,221,1.0
400,231,1.0
400,232,1.0
400,250,1.0
400,253,1.0
400,254,1.0
400,263,1.0
400,270,1.0
400,281,1.0
400,285,1.0
400,312,1.0
400,316,1.0
400,325,1.0
400,327,1.0
400,345,1.0
400,351,1.0
400,363,1.0
400,374,1.0
400,375,1.0
400,378,1.0
400,383,1.0
400,388,1.0
400,389,1.0
400,393,1.0
400,397,1.0
400,398,1.0
400,400,1.0
401,401,1.0
402,402,1.0
403,40,1.0
403,52,1.0
403,113,1.0
403,172,1.0
403,186,1.0
403,187,1.0
403,253,1.0
403,285,1.0
403,363,1.0
403,383,1.0
403,398,1.0
403,403,1.0
404,404,1.0
405,405,1.0
406,406,1.0
407,6,1.0
407,16,1.0
407,27,1.0
407,29,1.0
407,33,1.0
407,48,1.0
407,49,1.0
407,52,1.0
407,58,1.0
407,75,1.0
407,76,1.0
407,81,1.0
407,82,1.0
407,89,1.0
407,107,1.0
407,109,1.0
407,111,1.0
407,112,1.0
407,113,1.0
407,115,1.0
407,117,1.0
407,148,1.0
407,149,1.0
407,151,1.0
407,161,1.0
407,163,1.0
407,165,1.0
407,172,1.0
407,186,1.0
407,187,1.0
407,195,1.0
407,196,1.0
407,204,1.0
407,207,1.0
407,231,1.0
407,250,1.0
407,251,1.0
407,253,1.0
407,254,1.0
407,270,1.0
407,285,1.0
407,316,1.0
407,325,1.0
407,327,1.0
407,345,1.0
407,351,1.0
407,363,1.0
407,374,1.0
407,378,1.0
407,383,1.0
407,388,1.0
407,393,1.0
407,397,1.0
407,398,1.0
